LAP_ID,BRAND,LAP_TYPE,INCHES,SCREEN_RESOLUTION,LAP_CPU,CPU_SUBCATEGORY,RAM_SIZE_GB,MEMORY_SIZE,MEMORY_TYPE,LAP_GPU,GPU_SUBCATEGORY,OS,WEIGHT_KG,PRICE
157,Asus,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.10,70063
158,Dell,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.56,55891
159,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.10,23816
160,Asus,Notebook,15.6,1366x768,"AMD "," A9-Series 9420 3GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420","Windows 10",2.03,21472
161,Acer,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"256GB ",SSD,"Nvidia "," GeForce MX150","Windows 10",3.00,42890
162,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"AMD "," Radeon 520","Windows 10",2.13,38788
163,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",SSD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,57489
164,Acer,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 500","Windows 10",2.10,18541
165,MSI,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.40,95851
166,Acer,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505","Windows 10",2.10,19368
167,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.56,56503
168,Acer,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Nvidia "," GeForce MX150","Windows 10",3.00,45501
169,HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"500GB ",HDD,"Intel "," UHD Graphics 620","Windows 10",1.49,40173
170,Huawei,Ultrabook,13.0,"IPS Panel Full HD 2160x1440","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,71875
171,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",6,"2TB ",HDD,"AMD "," Radeon 520","Windows 10",2.71,37243
172,Lenovo,Notebook,15.6,1366x768,"AMD "," A6-Series 9220 2.9GHz",4,"500GB ",HDD,"AMD "," Radeon R4 Graphics","No OS",2.20,16464
173,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",5.40,26054
174,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",2.50,49177
175,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,24456
176,Acer,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.10,23923
177,MSI,Gaming,18.4,"Full HD 1920x1080","Intel "," Core i7 6920HQ 2.9GHz",32,"512GB ",HDD,"Nvidia "," GTX 980 SLI","Windows 10",4.40,149131
178,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",HDD,"AMD "," R17M-M1-70","Windows 10",1.90,43317
179,HP,"2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.29,79867
180,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"256GB ",HDD,"AMD "," Radeon 530",Linux,2.02,55891
181,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.23,74539
182,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 8550U 1.8GHz",16,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.40,98515
183,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.00,42251
184,Xiaomi,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Nvidia "," GeForce MX150","No OS",1.95,63883
185,Dell,Notebook,17.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce 150MX","Windows 10",2.77,82531
186,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.06,127712
187,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","No OS",2.40,41505
188,Acer,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7Y54 1.2GHz",8,"256GB ",SSD,"Intel "," HD Graphics 615","Windows 10",1.12,52694
189,Dell,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"128GB ",HDD,"AMD "," Radeon 530","Windows 10",2.80,57809
191,Vero,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.30,13853
192,Xiaomi,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce MX150","No OS",1.30,53275
193,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Nvidia "," GeForce MX150","No OS",2.80,37189
194,Dell,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"1TB ",HDD,"Intel "," UHD Graphics 620","Windows 10",1.62,44702
195,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX","Windows 10",2.50,48698
196,Razer,Gaming,17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 7820HK 2.9GHz",32,"1TB ",SSD,"Nvidia "," GeForce GTX 1080","Windows 10",3.49,324955
197,HP,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.49,51096
198,HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",3.35,73473
199,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX ","Windows 10",2.50,55678
200,Dell,Gaming,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.65,98302
201,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.10,26267
202,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.23,39534
203,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.20,93187
204,Dell,Workstation,15.6,"4K Ultra HD 3840x2160","Intel "," Xeon E3-1505M V6 3GHz",16,"256GB ",HDD,"Nvidia "," Quadro M1200","Windows 10",2.80,162770
205,Lenovo,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1060","No OS",2.40,74485
206,Dell,Notebook,15.6,"Touchscreen 1366x768","Intel "," Core i3 7100U 2.4GHz",6,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,23390
207,Dell,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.21,103843
208,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",0.00,77203
210,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050",Linux,2.40,41505
211,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.90,74965
212,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","No OS",2.10,18595
213,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","No OS",2.20,29251
214,Huawei,Ultrabook,13.0,"IPS Panel Full HD 2160x1440","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,79867
215,Dell,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",1.40,49651
216,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 940MX","No OS",2.80,31382
217,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",1.63,54932
218,Dell,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.60,61219
219,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.62,68145
220,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"AMD "," Radeon 520",Linux,2.20,36089
221,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.74,47899
222,Toshiba,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.20,72621
223,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"1TB ",HDD,"Intel "," UHD Graphics 620","Windows 10",2.10,42304
224,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",4.42,130874
225,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",2.20,44329
226,Dell,Notebook,15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"1TB ",HDD,"AMD "," Radeon R7 M445","Windows 10",2.30,45768
227,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 920MX ","Windows 10",2.00,40972
228,Asus,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 950M","Windows 10",2.69,47472
229,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"AMD "," FirePro W4190M ","Windows 10",1.90,67612
230,Asus,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.37,21258
231,HP,Notebook,15.6,1366x768,"AMD "," E-Series 9000e 1.5GHz",4,"500GB ",HDD,"AMD "," Radeon R2","Windows 10",2.10,17582
232,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.20,79867
233,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.60,45768
234,Acer,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.60,36710
235,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"256GB ",SSD,"AMD "," Radeon R7 M445",Linux,2.36,47899
236,Acer,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520",Linux,2.10,20779
237,Asus,Notebook,15.6,"Full HD 1920x1080","AMD "," A10-Series A10-9620P 2.5GHz",4,"128GB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.20,30636
238,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7820HK 2.9GHz",32,"512GB ",HDD,"Nvidia "," GeForce GTX 1080","Windows 10",4.70,207259
239,Acer,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.50,45075
240,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",8,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",7.20,31382
241,Asus,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce 150MX","Windows 10",2.10,61006
242,Asus,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 950M","No OS",2.69,47366
243,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.56,46833
244,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.38,57489
245,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"128GB ",HDD,"AMD "," Radeon 530","Windows 10",2.20,52481
246,HP,Notebook,15.6,"Touchscreen 1366x768","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.04,29784
247,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7820HK 2.9GHz",16,"256GB ",SSD,"Nvidia "," GeForce GTX 1080","Windows 10",3.60,159787
248,HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"500GB ",HDD,"Intel "," UHD Graphics 620","Windows 10",1.49,35964
249,Apple,Ultrabook,13.3,"IPS Panel Retina Display 2560x1600","Intel "," Core i5 3.1GHz",8,"512GB ",SSD,"Intel "," Iris Plus Graphics 650",macOS,1.37,108691
250,Dell,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"1TB ",HDD,"Intel "," UHD Graphics 620","Windows 10",2.08,43636
251,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 980M","Windows 10",4.30,95851
252,Asus,Notebook,15.6,1366x768,"AMD "," A9-Series 9420 3GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420","Windows 10",1.68,24988
253,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.37,98515
254,Acer,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i3 7130U 2.7GHz",4,"256GB ",SSD,"Nvidia "," GeForce MX130","Windows 10",3.00,37403
255,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.41,50563
256,HP,Notebook,15.6,1366x768,"AMD "," A6-Series A6-9220 2.5GHz",8,"128GB ",SSD,"AMD "," Radeon R4 Graphics","Windows 10",1.91,23758
257,HP,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"1TB ",HDD,"Nvidia "," GeForce MX150","Windows 10",2.90,56424
258,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.14,133147
259,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"512GB ",SSD,"Nvidia "," GeForce GTX 1050M","Windows 10",2.00,90523
260,Dell,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"128GB ",HDD,"AMD "," Radeon 530","Windows 10",2.80,60846
261,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"256GB ",SSD,"Intel "," HD Graphics 520","No OS",2.20,23656
262,HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.10,38468
263,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.18,35005
264,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.24,30103
265,Dell,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",2.67,42571
266,Asus,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"512GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",4.10,79867
268,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX ","Windows 10",2.50,54239
269,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",2.05,46886
270,Apple,Ultrabook,13.3,"IPS Panel Retina Display 2560x1600","Intel "," Core i5 2.9GHz",8,"512GB ",SSD,"Intel "," Iris Graphics 550",macOS,1.37,104370
271,Asus,Gaming,17.3,"Full HD 1920x1080","AMD "," Ryzen 1700 3GHz",16,"256GB ",HDD,"AMD "," Radeon RX 580","Windows 10",3.20,82531
272,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"AMD "," Radeon 520",Linux,2.14,39165
273,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen 2560x1440","Intel "," Core i7 6600U 2.6GHz",16,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.36,133147
274,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i7 6500U 2.5GHz",8,"500GB ",HDD,"Nvidia "," GeForce 930M","Windows 10",2.20,43263
275,Dell,Notebook,15.6,1366x768,"Intel "," Core i7 7500U 2.7GHz",12,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,37992
276,Dell,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"128GB ",HDD,"AMD "," Radeon 530",Linux,2.80,58555
277,Acer,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce MX130","Windows 10",2.20,39694
278,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.80,26054
279,Lenovo,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"2TB ",HDD,"Nvidia "," GeForce MX150","No OS",2.80,45235
280,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i7 7500U 2.7GHz",6,"128GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.80,45768
281,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M430",Linux,2.25,22804
282,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.50,44169
283,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",6,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.20,30849
284,Acer,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce MX150","Windows 10",3.00,50669
285,Acer,Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",12,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.15,35112
286,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 630","Windows 10",1.95,58448
287,Asus,Ultrabook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.70,52055
288,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,62817
289,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 940MX","No OS",2.20,35112
290,Acer,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core 3205U 1.5GHz",2,"16GB ",SSD,"Intel "," HD Graphics","Chrome OS",2.19,10603
291,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",3.00,63243
292,HP,Notebook,17.3,1600x900,"Intel "," Core i3 6006U 2GHz",8,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.54,26054
293,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.00,97449
294,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",2.05,39374
295,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.20,69211
296,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050 Ti",Linux,2.50,52161
297,Dell,Workstation,17.3,"Full HD 1920x1080","Intel "," Core i7 7820HQ 2.9GHz",16,"256GB ",SSD,"Nvidia "," Quadro M1200","Windows 10",3.42,153705
298,Lenovo,Notebook,15.6,"Full HD 1920x1080","AMD "," A10-Series 9600P 2.4GHz",6,"1TB ",HDD,"AMD "," Radeon R5 430","Windows 10",2.40,26587
299,Asus,Ultrabook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.63,78215
300,Asus,Notebook,14.0,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.30,27120
301,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",2.90,113060
302,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i5 7200U 2.5GHz",6,"1TB ",HDD,"Nvidia "," GeForce GTX 940M","Windows 10",5.80,34579
303,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"2TB ",HDD,"Nvidia "," GeForce 940MX","No OS",2.20,29251
304,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,67399
305,Lenovo,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505","No OS",2.20,19180
306,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7600U 2.8GHz",16,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.28,105228
307,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930M","Windows 10",2.20,55571
308,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.30,43636
